game_id,season,season_type,week,gameday,away_team,away_score,home_team,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,away_coach,home_coach,stadium_id,stadium,game_type
2025_17_NYG_LV,2025,REG,17,2025-12-28,NYG,34,LV,10,Home,-24,44,-3.0,40.5,0,dome,grass,,,Brian Daboll,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_17_PHI_BUF,2025,REG,17,2025-12-28,PHI,13,BUF,12,Home,-1,25,3.0,45.5,0,outdoors,a_turf,38.0,6.0,Nick Sirianni,Sean McDermott,BUF00,New Era Field,REG
2025_17_PIT_CLE,2025,REG,17,2025-12-28,PIT,6,CLE,13,Home,7,19,-4.5,35.5,1,outdoors,grass,45.0,14.0,Mike Tomlin,Kevin Stefanski,CLE00,FirstEnergy Stadium,REG
2025_17_SEA_CAR,2025,REG,17,2025-12-28,SEA,27,CAR,10,Home,-17,37,-6.5,42.5,0,outdoors,grass,43.0,2.0,Mike Macdonald,Dave Canales,CAR00,Bank of America Stadium,REG
2025_17_TB_MIA,2025,REG,17,2025-12-28,TB,17,MIA,20,Home,3,37,-5.5,44.5,0,outdoors,grass,80.0,3.0,Todd Bowles,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_18_ARI_LA,2025,REG,18,2026-01-04,ARI,20,LA,37,Home,17,57,14.5,49.5,1,dome,matrixturf,,,Jonathan Gannon,Sean McVay,LAX01,SoFi Stadium,REG
2025_18_BAL_PIT,2025,REG,18,2026-01-04,BAL,24,PIT,26,Home,2,50,-4.5,41.5,1,outdoors,grass,25.0,3.0,John Harbaugh,Mike Tomlin,PIT00,Acrisure Stadium,REG
2025_18_CAR_TB,2025,REG,18,2026-01-03,CAR,14,TB,16,Home,2,30,3.0,43.5,1,outdoors,grass,69.0,11.0,Dave Canales,Todd Bowles,TAM00,Raymond James Stadium,REG
2025_18_CLE_CIN,2025,REG,18,2026-01-04,CLE,20,CIN,18,Home,-2,38,9.5,47.5,1,outdoors,fieldturf,37.0,0.0,Kevin Stefanski,Zac Taylor,CIN00,Paycor Stadium,REG
2025_18_DAL_NYG,2025,REG,18,2026-01-04,DAL,17,NYG,34,Home,17,51,-3.0,50.5,1,outdoors,fieldturf,33.0,7.0,Brian Schottenheimer,Brian Daboll,NYC01,MetLife Stadium,REG
2025_18_DET_CHI,2025,REG,18,2026-01-04,DET,19,CHI,16,Home,-3,35,3.5,51.5,1,outdoors,grass,33.0,4.0,Dan Campbell,Ben Johnson,CHI98,Soldier Field,REG
2025_18_GB_MIN,2025,REG,18,2026-01-04,GB,3,MIN,16,Home,13,19,12.5,37.5,1,dome,sportturf,,,Matt LaFleur,Kevin O'Connell,MIN01,U.S. Bank Stadium,REG
2025_18_IND_HOU,2025,REG,18,2026-01-04,IND,30,HOU,38,Home,8,68,9.5,37.5,1,closed,astroturf,,,Shane Steichen,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_18_KC_LV,2025,REG,18,2026-01-04,KC,12,LV,14,Home,2,26,-3.5,36.5,1,dome,grass,,,Andy Reid,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_18_LAC_DEN,2025,REG,18,2026-01-04,LAC,3,DEN,19,Home,16,22,14.5,37.5,1,outdoors,grass,66.0,8.0,Jim Harbaugh,Sean Payton,DEN00,Empower Field at Mile High,REG
2025_18_MIA_NE,2025,REG,18,2026-01-04,MIA,10,NE,38,Home,28,48,14.0,44.5,1,outdoors,fieldturf,29.0,6.0,Mike McDaniel,Mike Vrabel,BOS00,Gillette Stadium,REG
2025_18_NO_ATL,2025,REG,18,2026-01-04,NO,17,ATL,19,Home,2,36,4.5,43.5,1,closed,fieldturf,,,Kellen Moore,Raheem Morris,ATL97,Mercedes-Benz Stadium,REG
2025_18_NYJ_BUF,2025,REG,18,2026-01-04,NYJ,8,BUF,35,Home,27,43,12.5,39.5,1,outdoors,a_turf,27.0,13.0,Aaron Glenn,Sean McDermott,BUF00,New Era Field,REG
2025_18_SEA_SF,2025,REG,18,2026-01-03,SEA,13,SF,3,Home,-10,16,-2.5,47.5,1,outdoors,grass,57.0,8.0,Mike Macdonald,Kyle Shanahan,SFO01,Levi's Stadium,REG
2025_18_TEN_JAX,2025,REG,18,2026-01-04,TEN,7,JAX,41,Home,34,48,12.5,46.5,1,outdoors,grass,55.0,8.0,Brian Callahan,Liam Coen,JAX00,TIAA Bank Stadium,REG
2025_18_WAS_PHI,2025,REG,18,2026-01-04,WAS,24,PHI,17,Home,-7,41,3.0,38.5,1,outdoors,grass,35.0,9.0,Dan Quinn,Nick Sirianni,PHI00,Lincoln Financial Field,REG
2025_19_BUF_JAX,2025,POST,19,2026-01-11,BUF,27,JAX,24,Home,-3,51,1.5,51.5,0,outdoors,grass,62.0,6.0,Sean McDermott,Liam Coen,JAX00,TIAA Bank Stadium,POST
2025_19_GB_CHI,2025,POST,19,2026-01-10,GB,27,CHI,31,Home,4,58,-2.5,45.5,1,outdoors,grass,32.0,6.0,Matt LaFleur,Ben Johnson,CHI98,Soldier Field,POST
2025_19_HOU_PIT,2025,POST,19,2026-01-12,HOU,30,PIT,6,Home,-24,36,-3.0,38.5,0,outdoors,grass,32.0,9.0,DeMeco Ryans,Mike Tomlin,PIT00,Acrisure Stadium,POST
2025_19_LAC_NE,2025,POST,19,2026-01-11,LAC,3,NE,16,Home,13,19,3.5,45.5,0,outdoors,fieldturf,35.0,10.0,Jim Harbaugh,Mike Vrabel,BOS00,Gillette Stadium,POST
2025_19_LA_CAR,2025,POST,19,2026-01-10,LA,34,CAR,31,Home,-3,65,-10.0,44.5,0,outdoors,grass,72.0,16.0,Sean McVay,Dave Canales,CAR00,Bank of America Stadium,POST
2025_19_SF_PHI,2025,POST,19,2026-01-11,SF,23,PHI,19,Home,-4,42,6.0,44.5,0,outdoors,grass,46.0,22.0,Kyle Shanahan,Nick Sirianni,PHI00,Lincoln Financial Field,POST
2025_20_BUF_DEN,2025,POST,20,2026-01-17,BUF,30,DEN,33,Home,3,63,1.5,45.5,0,outdoors,grass,36.0,5.0,Sean McDermott,Sean Payton,DEN00,Empower Field at Mile High,POST
2025_20_HOU_NE,2025,POST,20,2026-01-18,HOU,16,NE,28,Home,12,44,3.0,40.5,0,outdoors,fieldturf,35.0,2.0,DeMeco Ryans,Mike Vrabel,BOS00,Gillette Stadium,POST
2025_20_LA_CHI,2025,POST,20,2026-01-18,LA,20,CHI,17,Home,-3,37,-3.5,49.5,0,outdoors,grass,19.0,6.0,Sean McVay,Ben Johnson,CHI98,Soldier Field,POST
2025_20_SF_SEA,2025,POST,20,2026-01-17,SF,6,SEA,41,Home,35,47,6.5,44.5,1,outdoors,fieldturf,46.0,5.0,Kyle Shanahan,Mike Macdonald,SEA00,Lumen Field,POST
2025_21_LA_SEA,2025,POST,21,2026-01-25,LA,27,SEA,31,Home,4,58,2.5,45.5,1,outdoors,fieldturf,41.0,2.0,Sean McVay,Mike Macdonald,SEA00,Lumen Field,POST
2025_21_NE_DEN,2025,POST,21,2026-01-25,NE,10,DEN,7,Home,-3,17,-3.5,43.5,0,outdoors,grass,26.0,10.0,Mike Vrabel,Sean Payton,DEN00,Empower Field at Mile High,POST
2025_22_SEA_NE,2025,POST,22,2026-02-08,SEA,29,NE,13,Neutral,-16,42,-4.5,45.5,0,outdoors,grass,67.0,7.0,Mike Macdonald,Mike Vrabel,SFO01,Levi's Stadium,POST
