game_id,season,season_type,week,gameday,away_team,away_score,home_team,home_score,location,result,total,spread_line,total_line,div_game,roof,surface,temp,wind,away_coach,home_coach,stadium_id,stadium,game_type
2025_08_WAS_KC,2025,REG,8,2025-10-27,WAS,7,KC,28,Home,21,35,10.5,48.5,0,outdoors,grass,54.0,8.0,Dan Quinn,Andy Reid,KAN00,GEHA Field at Arrowhead Stadium,REG
2025_09_ARI_DAL,2025,REG,9,2025-11-03,ARI,27,DAL,17,Home,-10,44,3.5,53.5,0,closed,matrixturf,,,Jonathan Gannon,Brian Schottenheimer,DAL00,AT&T Stadium,REG
2025_09_ATL_NE,2025,REG,9,2025-11-02,ATL,23,NE,24,Home,1,47,5.5,45.5,0,outdoors,fieldturf,52.0,7.0,Raheem Morris,Mike Vrabel,BOS00,Gillette Stadium,REG
2025_09_BAL_MIA,2025,REG,9,2025-10-30,BAL,28,MIA,6,Home,-22,34,-7.5,51.5,0,outdoors,grass,73.0,5.0,John Harbaugh,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_09_CAR_GB,2025,REG,9,2025-11-02,CAR,16,GB,13,Home,-3,29,12.5,43.5,0,outdoors,grass,47.0,15.0,Dave Canales,Matt LaFleur,GNB00,Lambeau Field,REG
2025_09_CHI_CIN,2025,REG,9,2025-11-02,CHI,47,CIN,42,Home,-5,89,-3.0,51.5,0,outdoors,fieldturf,50.0,6.0,Ben Johnson,Zac Taylor,CIN00,Paycor Stadium,REG
2025_09_DEN_HOU,2025,REG,9,2025-11-02,DEN,18,HOU,15,Home,-3,33,1.5,40.5,0,closed,astroturf,,,Sean Payton,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_09_IND_PIT,2025,REG,9,2025-11-02,IND,20,PIT,27,Home,7,47,-3.5,51.5,0,outdoors,grass,56.0,2.0,Shane Steichen,Mike Tomlin,PIT00,Acrisure Stadium,REG
2025_09_JAX_LV,2025,REG,9,2025-11-02,JAX,30,LV,29,Home,-1,59,-2.5,43.5,0,dome,grass,,,Liam Coen,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_09_KC_BUF,2025,REG,9,2025-11-02,KC,21,BUF,28,Home,7,49,-2.5,53.5,0,outdoors,a_turf,54.0,6.0,Andy Reid,Sean McDermott,BUF00,New Era Field,REG
2025_09_LAC_TEN,2025,REG,9,2025-11-02,LAC,27,TEN,20,Home,-7,47,-10.0,44.5,0,outdoors,grass,46.0,5.0,Jim Harbaugh,Brian Callahan,NAS00,Nissan Stadium,REG
2025_09_MIN_DET,2025,REG,9,2025-11-02,MIN,27,DET,24,Home,-3,51,9.5,47.5,1,dome,fieldturf,,,Kevin O'Connell,Dan Campbell,DET00,Ford Field,REG
2025_09_NO_LA,2025,REG,9,2025-11-02,NO,10,LA,34,Home,24,44,14.0,44.5,0,dome,matrixturf,,,Kellen Moore,Sean McVay,LAX01,SoFi Stadium,REG
2025_09_SEA_WAS,2025,REG,9,2025-11-02,SEA,38,WAS,14,Home,-24,52,-2.5,47.5,0,outdoors,grass,53.0,3.0,Mike Macdonald,Dan Quinn,WAS00,FedExField,REG
2025_09_SF_NYG,2025,REG,9,2025-11-02,SF,34,NYG,24,Home,-10,58,-2.5,47.5,0,outdoors,fieldturf,56.0,5.0,Kyle Shanahan,Brian Daboll,NYC01,MetLife Stadium,REG
2025_10_ARI_SEA,2025,REG,10,2025-11-09,ARI,22,SEA,44,Home,22,66,7.0,44.5,1,outdoors,fieldturf,59.0,5.0,Jonathan Gannon,Mike Macdonald,SEA00,Lumen Field,REG
2025_10_ATL_IND,2025,REG,10,2025-11-09,ATL,25,IND,31,Neutral,6,56,6.5,48.5,0,closed,grass,46.0,2.0,Raheem Morris,Shane Steichen,IND00,Lucas Oil Stadium,REG
2025_10_BAL_MIN,2025,REG,10,2025-11-09,BAL,27,MIN,19,Home,-8,46,-4.5,48.5,0,dome,sportturf,,,John Harbaugh,Kevin O'Connell,MIN01,U.S. Bank Stadium,REG
2025_10_BUF_MIA,2025,REG,10,2025-11-09,BUF,13,MIA,30,Home,17,43,-8.5,50.5,1,outdoors,grass,84.0,6.0,Sean McDermott,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_10_CLE_NYJ,2025,REG,10,2025-11-09,CLE,20,NYJ,27,Home,7,47,-1.5,37.5,0,outdoors,fieldturf,62.0,12.0,Kevin Stefanski,Aaron Glenn,NYC01,MetLife Stadium,REG
2025_10_DET_WAS,2025,REG,10,2025-11-09,DET,44,WAS,22,Home,-22,66,-8.5,49.5,0,outdoors,grass,64.0,9.0,Dan Campbell,Dan Quinn,WAS00,FedExField,REG
2025_10_JAX_HOU,2025,REG,10,2025-11-09,JAX,29,HOU,36,Home,7,65,-1.5,37.5,1,closed,astroturf,,,Liam Coen,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_10_LA_SF,2025,REG,10,2025-11-09,LA,42,SF,26,Home,-16,68,-5.5,49.5,1,outdoors,grass,77.0,3.0,Sean McVay,Kyle Shanahan,SFO01,Levi's Stadium,REG
2025_10_LV_DEN,2025,REG,10,2025-11-06,LV,7,DEN,10,Home,3,17,9.5,42.5,1,outdoors,grass,60.0,10.0,Pete Carroll,Sean Payton,DEN00,Empower Field at Mile High,REG
2025_10_NE_TB,2025,REG,10,2025-11-09,NE,28,TB,23,Home,-5,51,2.5,48.5,0,outdoors,grass,82.0,11.0,Mike Vrabel,Todd Bowles,TAM00,Raymond James Stadium,REG
2025_10_NO_CAR,2025,REG,10,2025-11-09,NO,17,CAR,7,Home,-10,24,5.5,38.5,1,outdoors,grass,73.0,15.0,Kellen Moore,Dave Canales,CAR00,Bank of America Stadium,REG
2025_10_NYG_CHI,2025,REG,10,2025-11-09,NYG,20,CHI,24,Home,4,44,4.5,45.5,0,outdoors,grass,33.0,10.0,Brian Daboll,Ben Johnson,CHI98,Soldier Field,REG
2025_10_PHI_GB,2025,REG,10,2025-11-10,PHI,10,GB,7,Home,-3,17,1.5,45.5,0,outdoors,grass,33.0,9.0,Nick Sirianni,Matt LaFleur,GNB00,Lambeau Field,REG
2025_10_PIT_LAC,2025,REG,10,2025-11-09,PIT,10,LAC,25,Home,15,35,3.0,45.5,0,dome,matrixturf,,,Mike Tomlin,Jim Harbaugh,LAX01,SoFi Stadium,REG
2025_11_BAL_CLE,2025,REG,11,2025-11-16,BAL,23,CLE,16,Home,-7,39,-7.5,37.5,1,outdoors,grass,44.0,20.0,John Harbaugh,Kevin Stefanski,CLE00,FirstEnergy Stadium,REG
2025_11_CAR_ATL,2025,REG,11,2025-11-16,CAR,30,ATL,27,Home,-3,57,4.5,42.5,1,closed,fieldturf,,,Dave Canales,Raheem Morris,ATL97,Mercedes-Benz Stadium,REG
2025_11_CHI_MIN,2025,REG,11,2025-11-16,CHI,19,MIN,17,Home,-2,36,3.0,47.5,1,dome,sportturf,,,Ben Johnson,Kevin O'Connell,MIN01,U.S. Bank Stadium,REG
2025_11_CIN_PIT,2025,REG,11,2025-11-16,CIN,12,PIT,34,Home,22,46,5.5,48.5,1,outdoors,grass,46.0,17.0,Zac Taylor,Mike Tomlin,PIT00,Acrisure Stadium,REG
2025_11_DAL_LV,2025,REG,11,2025-11-17,DAL,33,LV,16,Home,-17,49,-3.5,48.5,0,dome,grass,,,Brian Schottenheimer,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_11_DET_PHI,2025,REG,11,2025-11-16,DET,9,PHI,16,Home,7,25,2.5,46.5,0,outdoors,grass,45.0,15.0,Dan Campbell,Nick Sirianni,PHI00,Lincoln Financial Field,REG
2025_11_GB_NYG,2025,REG,11,2025-11-16,GB,27,NYG,20,Home,-7,47,-7.5,41.5,0,outdoors,fieldturf,55.0,17.0,Matt LaFleur,Brian Daboll,NYC01,MetLife Stadium,REG
2025_11_HOU_TEN,2025,REG,11,2025-11-16,HOU,16,TEN,13,Home,-3,29,-5.5,37.5,1,outdoors,grass,64.0,8.0,DeMeco Ryans,Brian Callahan,NAS00,Nissan Stadium,REG
2025_11_KC_DEN,2025,REG,11,2025-11-16,KC,19,DEN,22,Home,3,41,-3.5,44.5,1,outdoors,grass,70.0,6.0,Andy Reid,Sean Payton,DEN00,Empower Field at Mile High,REG
2025_11_LAC_JAX,2025,REG,11,2025-11-16,LAC,6,JAX,35,Home,29,41,-3.0,43.5,0,outdoors,grass,74.0,9.0,Jim Harbaugh,Liam Coen,JAX00,TIAA Bank Stadium,REG
2025_11_NYJ_NE,2025,REG,11,2025-11-13,NYJ,14,NE,27,Home,13,41,12.5,43.5,1,outdoors,fieldturf,39.0,9.0,Aaron Glenn,Mike Vrabel,BOS00,Gillette Stadium,REG
2025_11_SEA_LA,2025,REG,11,2025-11-16,SEA,19,LA,21,Home,2,40,3.0,49.5,1,dome,matrixturf,,,Mike Macdonald,Sean McVay,LAX01,SoFi Stadium,REG
2025_11_SF_ARI,2025,REG,11,2025-11-16,SF,41,ARI,22,Home,-19,63,-3.5,48.5,1,closed,grass,,,Kyle Shanahan,Jonathan Gannon,PHO00,State Farm Stadium,REG
2025_11_TB_BUF,2025,REG,11,2025-11-16,TB,32,BUF,44,Home,12,76,6.0,46.5,0,outdoors,a_turf,38.0,20.0,Todd Bowles,Sean McDermott,BUF00,New Era Field,REG
2025_11_WAS_MIA,2025,REG,11,2025-11-16,WAS,13,MIA,16,Neutral,3,29,2.5,47.5,0,outdoors,grass,,,Dan Quinn,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_12_ATL_NO,2025,REG,12,2025-11-23,ATL,24,NO,10,Home,-14,34,1.5,41.5,1,dome,sportturf,,,Raheem Morris,Kellen Moore,NOR00,Mercedes-Benz Superdome,REG
2025_12_BUF_HOU,2025,REG,12,2025-11-20,BUF,19,HOU,23,Home,4,42,-5.5,43.5,0,closed,astroturf,,,Sean McDermott,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_12_CAR_SF,2025,REG,12,2025-11-24,CAR,9,SF,20,Home,11,29,7.5,48.5,0,outdoors,grass,58.0,3.0,Dave Canales,Kyle Shanahan,SFO01,Levi's Stadium,REG
2025_12_CLE_LV,2025,REG,12,2025-11-23,CLE,24,LV,10,Home,-14,34,3.0,35.5,0,dome,grass,,,Kevin Stefanski,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_12_IND_KC,2025,REG,12,2025-11-23,IND,20,KC,23,Home,3,43,3.5,50.5,0,outdoors,grass,,,Shane Steichen,Andy Reid,KAN00,GEHA Field at Arrowhead Stadium,REG
2025_12_JAX_ARI,2025,REG,12,2025-11-23,JAX,27,ARI,24,Home,-3,51,-2.5,47.5,0,closed,grass,,,Liam Coen,Jonathan Gannon,PHO00,State Farm Stadium,REG
2025_12_MIN_GB,2025,REG,12,2025-11-23,MIN,6,GB,23,Home,17,29,6.5,41.5,1,outdoors,grass,43.0,10.0,Kevin O'Connell,Matt LaFleur,GNB00,Lambeau Field,REG
2025_12_NE_CIN,2025,REG,12,2025-11-23,NE,26,CIN,20,Home,-6,46,-7.5,50.5,0,outdoors,fieldturf,54.0,7.0,Mike Vrabel,Zac Taylor,CIN00,Paycor Stadium,REG
2025_12_NYG_DET,2025,REG,12,2025-11-23,NYG,27,DET,34,Home,7,61,14.0,50.5,0,dome,fieldturf,,,Brian Daboll,Dan Campbell,DET00,Ford Field,REG
2025_12_NYJ_BAL,2025,REG,12,2025-11-23,NYJ,10,BAL,23,Home,13,33,14.0,44.5,0,outdoors,grass,54.0,3.0,Aaron Glenn,John Harbaugh,BAL00,M&T Bank Stadium,REG
2025_12_PHI_DAL,2025,REG,12,2025-11-23,PHI,21,DAL,24,Home,3,45,-3.0,47.5,1,closed,matrixturf,,,Nick Sirianni,Brian Schottenheimer,DAL00,AT&T Stadium,REG
2025_12_PIT_CHI,2025,REG,12,2025-11-23,PIT,28,CHI,31,Home,3,59,3.0,46.5,0,outdoors,grass,51.0,3.0,Mike Tomlin,Ben Johnson,CHI98,Soldier Field,REG
2025_12_SEA_TEN,2025,REG,12,2025-11-23,SEA,30,TEN,24,Home,-6,54,-12.5,41.5,0,outdoors,grass,55.0,1.0,Mike Macdonald,Brian Callahan,NAS00,Nissan Stadium,REG
2025_12_TB_LA,2025,REG,12,2025-11-23,TB,7,LA,34,Home,27,41,7.0,49.5,0,dome,matrixturf,,,Todd Bowles,Sean McVay,LAX01,SoFi Stadium,REG
2025_13_ARI_TB,2025,REG,13,2025-11-30,ARI,17,TB,20,Home,3,37,4.5,44.5,0,outdoors,grass,80.0,8.0,Jonathan Gannon,Todd Bowles,TAM00,Raymond James Stadium,REG
2025_13_ATL_NYJ,2025,REG,13,2025-11-30,ATL,24,NYJ,27,Home,3,51,-3.0,38.5,0,outdoors,fieldturf,43.0,8.0,Raheem Morris,Aaron Glenn,NYC01,MetLife Stadium,REG
2025_13_BUF_PIT,2025,REG,13,2025-11-30,BUF,26,PIT,7,Home,-19,33,-3.0,44.5,0,outdoors,grass,34.0,16.0,Sean McDermott,Mike Tomlin,PIT00,Acrisure Stadium,REG
2025_13_CHI_PHI,2025,REG,13,2025-11-28,CHI,24,PHI,15,Home,-9,39,7.0,43.5,0,outdoors,grass,42.0,18.0,Ben Johnson,Nick Sirianni,PHI00,Lincoln Financial Field,REG
2025_13_CIN_BAL,2025,REG,13,2025-11-27,CIN,32,BAL,14,Home,-18,46,7.0,52.5,1,outdoors,grass,38.0,11.0,Zac Taylor,John Harbaugh,BAL00,M&T Bank Stadium,REG
2025_13_DEN_WAS,2025,REG,13,2025-11-30,DEN,27,WAS,26,Home,-1,53,-6.5,43.5,0,outdoors,grass,40.0,13.0,Sean Payton,Dan Quinn,WAS00,FedExField,REG
2025_13_GB_DET,2025,REG,13,2025-11-27,GB,31,DET,24,Home,-7,55,2.5,48.5,1,dome,fieldturf,,,Matt LaFleur,Dan Campbell,DET00,Ford Field,REG
2025_13_HOU_IND,2025,REG,13,2025-11-30,HOU,20,IND,16,Home,-4,36,3.0,44.5,1,closed,fieldturf,,,DeMeco Ryans,Shane Steichen,IND00,Lucas Oil Stadium,REG
2025_13_JAX_TEN,2025,REG,13,2025-11-30,JAX,25,TEN,3,Home,-22,28,-6.0,42.5,1,outdoors,grass,38.0,7.0,Liam Coen,Brian Callahan,NAS00,Nissan Stadium,REG
2025_13_KC_DAL,2025,REG,13,2025-11-27,KC,28,DAL,31,Home,3,59,-3.5,53.5,0,closed,matrixturf,,,Andy Reid,Brian Schottenheimer,DAL00,AT&T Stadium,REG
2025_13_LA_CAR,2025,REG,13,2025-11-30,LA,28,CAR,31,Home,3,59,-10.0,44.5,0,outdoors,grass,45.0,3.0,Sean McVay,Dave Canales,CAR00,Bank of America Stadium,REG
2025_13_LV_LAC,2025,REG,13,2025-11-30,LV,14,LAC,31,Home,17,45,10.0,40.5,1,dome,matrixturf,,,Pete Carroll,Jim Harbaugh,LAX01,SoFi Stadium,REG
2025_13_MIN_SEA,2025,REG,13,2025-11-30,MIN,0,SEA,26,Home,26,26,12.5,42.5,0,outdoors,fieldturf,45.0,2.0,Kevin O'Connell,Mike Macdonald,SEA00,Lumen Field,REG
2025_13_NO_MIA,2025,REG,13,2025-11-30,NO,17,MIA,21,Home,4,38,5.5,41.5,0,outdoors,grass,76.0,10.0,Kellen Moore,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_13_NYG_NE,2025,REG,13,2025-12-01,NYG,15,NE,33,Home,18,48,7.0,46.5,0,outdoors,fieldturf,30.0,5.0,Brian Daboll,Mike Vrabel,BOS00,Gillette Stadium,REG
2025_13_SF_CLE,2025,REG,13,2025-11-30,SF,26,CLE,8,Home,-18,34,-5.5,35.5,0,outdoors,grass,35.0,20.0,Kyle Shanahan,Kevin Stefanski,CLE00,FirstEnergy Stadium,REG
2025_14_CHI_GB,2025,REG,14,2025-12-07,CHI,21,GB,28,Home,7,49,6.5,44.5,1,outdoors,grass,16.0,9.0,Ben Johnson,Matt LaFleur,GNB00,Lambeau Field,REG
2025_14_CIN_BUF,2025,REG,14,2025-12-07,CIN,34,BUF,39,Home,5,73,6.0,54.5,0,outdoors,a_turf,31.0,12.0,Zac Taylor,Sean McDermott,BUF00,New Era Field,REG
2025_14_DAL_DET,2025,REG,14,2025-12-04,DAL,30,DET,44,Home,14,74,3.5,55.5,0,dome,fieldturf,,,Brian Schottenheimer,Dan Campbell,DET00,Ford Field,REG
2025_14_DEN_LV,2025,REG,14,2025-12-07,DEN,24,LV,17,Home,-7,41,-8.5,40.5,1,dome,grass,,,Sean Payton,Pete Carroll,VEG00,Allegiant Stadium,REG
2025_14_HOU_KC,2025,REG,14,2025-12-07,HOU,20,KC,10,Home,-10,30,4.5,41.5,0,outdoors,grass,27.0,8.0,DeMeco Ryans,Andy Reid,KAN00,GEHA Field at Arrowhead Stadium,REG
2025_14_IND_JAX,2025,REG,14,2025-12-07,IND,19,JAX,36,Home,17,55,-2.5,44.5,1,outdoors,grass,61.0,7.0,Shane Steichen,Liam Coen,JAX00,TIAA Bank Stadium,REG
2025_14_LA_ARI,2025,REG,14,2025-12-07,LA,45,ARI,17,Home,-28,62,-9.5,49.5,1,closed,grass,,,Sean McVay,Jonathan Gannon,PHO00,State Farm Stadium,REG
2025_14_MIA_NYJ,2025,REG,14,2025-12-07,MIA,34,NYJ,10,Home,-24,44,-2.5,41.5,1,outdoors,fieldturf,41.0,6.0,Mike McDaniel,Aaron Glenn,NYC01,MetLife Stadium,REG
2025_14_NO_TB,2025,REG,14,2025-12-07,NO,24,TB,20,Home,-4,44,7.5,41.5,1,outdoors,grass,73.0,6.0,Kellen Moore,Todd Bowles,TAM00,Raymond James Stadium,REG
2025_14_PHI_LAC,2025,REG,14,2025-12-08,PHI,19,LAC,22,Home,3,41,-1.5,41.5,0,dome,matrixturf,,,Nick Sirianni,Jim Harbaugh,LAX01,SoFi Stadium,REG
2025_14_PIT_BAL,2025,REG,14,2025-12-07,PIT,27,BAL,22,Home,-5,49,5.5,43.5,1,outdoors,grass,44.0,6.0,Mike Tomlin,John Harbaugh,BAL00,M&T Bank Stadium,REG
2025_14_SEA_ATL,2025,REG,14,2025-12-07,SEA,37,ATL,9,Home,-28,46,-7.0,44.5,0,closed,fieldturf,,,Mike Macdonald,Raheem Morris,ATL97,Mercedes-Benz Stadium,REG
2025_14_TEN_CLE,2025,REG,14,2025-12-07,TEN,31,CLE,29,Home,-2,60,4.5,33.5,0,outdoors,grass,33.0,6.0,Brian Callahan,Kevin Stefanski,CLE00,FirstEnergy Stadium,REG
2025_14_WAS_MIN,2025,REG,14,2025-12-07,WAS,0,MIN,31,Home,31,31,-1.5,43.5,0,dome,sportturf,,,Dan Quinn,Kevin O'Connell,MIN01,U.S. Bank Stadium,REG
2025_15_ARI_HOU,2025,REG,15,2025-12-14,ARI,20,HOU,40,Home,20,60,10.5,42.5,0,closed,astroturf,,,Jonathan Gannon,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_15_ATL_TB,2025,REG,15,2025-12-11,ATL,29,TB,28,Home,-1,57,6.0,43.5,1,outdoors,grass,56.0,5.0,Raheem Morris,Todd Bowles,TAM00,Raymond James Stadium,REG
2025_15_BAL_CIN,2025,REG,15,2025-12-14,BAL,24,CIN,0,Home,-24,24,-2.5,51.5,1,outdoors,fieldturf,10.0,7.0,John Harbaugh,Zac Taylor,CIN00,Paycor Stadium,REG
2025_15_BUF_NE,2025,REG,15,2025-12-14,BUF,35,NE,31,Home,-4,66,-2.5,49.5,1,outdoors,fieldturf,32.0,6.0,Sean McDermott,Mike Vrabel,BOS00,Gillette Stadium,REG
2025_15_CAR_NO,2025,REG,15,2025-12-14,CAR,17,NO,20,Home,3,37,-2.5,41.5,1,dome,sportturf,,,Dave Canales,Kellen Moore,NOR00,Mercedes-Benz Superdome,REG
2025_15_CLE_CHI,2025,REG,15,2025-12-14,CLE,3,CHI,31,Home,28,34,7.5,38.5,0,outdoors,grass,8.0,6.0,Kevin Stefanski,Ben Johnson,CHI98,Soldier Field,REG
2025_15_DET_LA,2025,REG,15,2025-12-14,DET,34,LA,41,Home,7,75,5.5,54.5,0,dome,matrixturf,,,Dan Campbell,Sean McVay,LAX01,SoFi Stadium,REG
2025_15_GB_DEN,2025,REG,15,2025-12-14,GB,26,DEN,34,Home,8,60,-1.5,42.5,0,outdoors,grass,65.0,3.0,Matt LaFleur,Sean Payton,DEN00,Empower Field at Mile High,REG
2025_15_IND_SEA,2025,REG,15,2025-12-14,IND,16,SEA,18,Home,2,34,13.5,41.5,0,outdoors,fieldturf,51.0,9.0,Shane Steichen,Mike Macdonald,SEA00,Lumen Field,REG
2025_15_LAC_KC,2025,REG,15,2025-12-14,LAC,16,KC,13,Home,-3,29,5.5,41.5,1,outdoors,grass,,,Jim Harbaugh,Andy Reid,KAN00,GEHA Field at Arrowhead Stadium,REG
2025_15_LV_PHI,2025,REG,15,2025-12-14,LV,0,PHI,31,Home,31,31,12.5,37.5,0,outdoors,grass,30.0,20.0,Pete Carroll,Nick Sirianni,PHI00,Lincoln Financial Field,REG
2025_15_MIA_PIT,2025,REG,15,2025-12-15,MIA,15,PIT,28,Home,13,43,3.0,42.5,0,outdoors,grass,17.0,7.0,Mike McDaniel,Mike Tomlin,PIT00,Acrisure Stadium,REG
2025_15_MIN_DAL,2025,REG,15,2025-12-14,MIN,34,DAL,26,Home,-8,60,5.5,47.5,0,closed,matrixturf,,,Kevin O'Connell,Brian Schottenheimer,DAL00,AT&T Stadium,REG
2025_15_NYJ_JAX,2025,REG,15,2025-12-14,NYJ,20,JAX,48,Home,28,68,13.5,40.5,0,outdoors,grass,70.0,11.0,Aaron Glenn,Liam Coen,JAX00,TIAA Bank Stadium,REG
2025_15_TEN_SF,2025,REG,15,2025-12-14,TEN,24,SF,37,Home,13,61,12.5,44.5,0,outdoors,grass,54.0,4.0,Brian Callahan,Kyle Shanahan,SFO01,Levi's Stadium,REG
2025_15_WAS_NYG,2025,REG,15,2025-12-14,WAS,29,NYG,21,Home,-8,50,2.5,46.5,1,outdoors,fieldturf,27.0,13.0,Dan Quinn,Brian Daboll,NYC01,MetLife Stadium,REG
2025_16_ATL_ARI,2025,REG,16,2025-12-21,ATL,26,ARI,19,Home,-7,45,-2.5,48.5,0,closed,grass,,,Raheem Morris,Jonathan Gannon,PHO00,State Farm Stadium,REG
2025_16_BUF_CLE,2025,REG,16,2025-12-21,BUF,23,CLE,20,Home,-3,43,-10.5,41.5,0,outdoors,grass,25.0,16.0,Sean McDermott,Kevin Stefanski,CLE00,FirstEnergy Stadium,REG
2025_16_CIN_MIA,2025,REG,16,2025-12-21,CIN,45,MIA,21,Home,-24,66,-3.5,48.5,0,outdoors,grass,81.0,7.0,Zac Taylor,Mike McDaniel,MIA00,Hard Rock Stadium,REG
2025_16_GB_CHI,2025,REG,16,2025-12-20,GB,16,CHI,22,Home,6,38,1.5,45.5,1,outdoors,grass,37.0,6.0,Matt LaFleur,Ben Johnson,CHI98,Soldier Field,REG
2025_16_JAX_DEN,2025,REG,16,2025-12-21,JAX,34,DEN,20,Home,-14,54,3.5,46.5,0,outdoors,grass,62.0,3.0,Liam Coen,Sean Payton,DEN00,Empower Field at Mile High,REG
2025_16_KC_TEN,2025,REG,16,2025-12-21,KC,9,TEN,26,Home,17,35,-3.5,37.5,0,outdoors,grass,51.0,8.0,Andy Reid,Brian Callahan,NAS00,Nissan Stadium,REG
2025_16_LAC_DAL,2025,REG,16,2025-12-21,LAC,34,DAL,17,Home,-17,51,1.5,50.5,0,closed,matrixturf,,,Jim Harbaugh,Brian Schottenheimer,DAL00,AT&T Stadium,REG
2025_16_LA_SEA,2025,REG,16,2025-12-18,LA,37,SEA,38,Home,1,75,1.5,42.5,1,outdoors,fieldturf,51.0,17.0,Sean McVay,Mike Macdonald,SEA00,Lumen Field,REG
2025_16_LV_HOU,2025,REG,16,2025-12-21,LV,21,HOU,23,Home,2,44,14.5,39.5,0,closed,astroturf,,,Pete Carroll,DeMeco Ryans,HOU00,NRG Stadium,REG
2025_16_MIN_NYG,2025,REG,16,2025-12-21,MIN,16,NYG,13,Home,-3,29,-2.5,41.5,0,outdoors,fieldturf,46.0,20.0,Kevin O'Connell,Brian Daboll,NYC01,MetLife Stadium,REG
2025_16_NE_BAL,2025,REG,16,2025-12-21,NE,28,BAL,24,Home,-4,52,3.5,48.5,0,outdoors,grass,40.0,2.0,Mike Vrabel,John Harbaugh,BAL00,M&T Bank Stadium,REG
2025_16_NYJ_NO,2025,REG,16,2025-12-21,NYJ,6,NO,29,Home,23,35,6.5,39.5,0,dome,sportturf,,,Aaron Glenn,Kellen Moore,NOR00,Mercedes-Benz Superdome,REG
2025_16_PHI_WAS,2025,REG,16,2025-12-20,PHI,29,WAS,18,Home,-11,47,-7.0,43.5,1,outdoors,grass,42.0,7.0,Nick Sirianni,Dan Quinn,WAS00,FedExField,REG
2025_16_PIT_DET,2025,REG,16,2025-12-21,PIT,29,DET,24,Home,-5,53,7.5,52.5,0,dome,fieldturf,,,Mike Tomlin,Dan Campbell,DET00,Ford Field,REG
2025_16_SF_IND,2025,REG,16,2025-12-22,SF,48,IND,27,Home,-21,75,-4.5,46.5,0,closed,fieldturf,,,Kyle Shanahan,Shane Steichen,IND00,Lucas Oil Stadium,REG
2025_16_TB_CAR,2025,REG,16,2025-12-21,TB,20,CAR,23,Home,3,43,-3.0,44.5,1,outdoors,grass,61.0,8.0,Todd Bowles,Dave Canales,CAR00,Bank of America Stadium,REG
2025_17_ARI_CIN,2025,REG,17,2025-12-28,ARI,14,CIN,37,Home,23,51,7.0,52.5,0,outdoors,fieldturf,65.0,9.0,Jonathan Gannon,Zac Taylor,CIN00,Paycor Stadium,REG
2025_17_BAL_GB,2025,REG,17,2025-12-27,BAL,41,GB,24,Home,-17,65,2.5,38.5,0,outdoors,grass,36.0,10.0,John Harbaugh,Matt LaFleur,GNB00,Lambeau Field,REG
2025_17_CHI_SF,2025,REG,17,2025-12-28,CHI,38,SF,42,Home,4,80,3.5,51.5,0,outdoors,grass,53.0,5.0,Ben Johnson,Kyle Shanahan,SFO01,Levi's Stadium,REG
2025_17_DAL_WAS,2025,REG,17,2025-12-25,DAL,30,WAS,23,Home,-7,53,-8.5,50.5,1,outdoors,grass,50.0,7.0,Brian Schottenheimer,Dan Quinn,WAS00,FedExField,REG
2025_17_DEN_KC,2025,REG,17,2025-12-25,DEN,20,KC,13,Home,-7,33,-13.5,37.5,1,outdoors,grass,,,Sean Payton,Andy Reid,KAN00,GEHA Field at Arrowhead Stadium,REG
2025_17_DET_MIN,2025,REG,17,2025-12-25,DET,10,MIN,23,Home,13,33,-7.0,45.5,1,dome,sportturf,,,Dan Campbell,Kevin O'Connell,MIN01,U.S. Bank Stadium,REG
2025_17_HOU_LAC,2025,REG,17,2025-12-27,HOU,20,LAC,16,Home,-4,36,1.5,40.5,0,dome,matrixturf,,,DeMeco Ryans,Jim Harbaugh,LAX01,SoFi Stadium,REG
2025_17_JAX_IND,2025,REG,17,2025-12-28,JAX,23,IND,17,Home,-6,40,-3.5,48.5,1,closed,fieldturf,,,Liam Coen,Shane Steichen,IND00,Lucas Oil Stadium,REG
2025_17_LA_ATL,2025,REG,17,2025-12-29,LA,24,ATL,27,Home,3,51,-7.5,48.5,0,closed,fieldturf,,,Sean McVay,Raheem Morris,ATL97,Mercedes-Benz Stadium,REG
2025_17_NE_NYJ,2025,REG,17,2025-12-28,NE,42,NYJ,10,Home,-32,52,-12.5,42.5,1,outdoors,fieldturf,29.0,4.0,Mike Vrabel,Aaron Glenn,NYC01,MetLife Stadium,REG
2025_17_NO_TEN,2025,REG,17,2025-12-28,NO,34,TEN,26,Home,-8,60,-1.5,39.5,0,outdoors,grass,71.0,14.0,Kellen Moore,Brian Callahan,NAS00,Nissan Stadium,REG
